../olympus/pic.0380.jpg,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.5000,0.5000,0.5000,0.0100
../olympus/pic.0394.jpg,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.5000,0.5000,0.5000,0.0100
../olympus/pic.1061.jpg,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.5000,0.5000,0.5000,0.0100
../olympus/pic.0419.jpg,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.5000,0.5000,0.5000,0.0100
../olympus/pic.1075.jpg,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.5000,0.5000,0.5000,0.0100
../olympus/pic.0343.jpg,0.9689,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1423,0.6553,0.8715,0.1000
../olympus/pic.0425.jpg,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1822,0.5690,0.6145,0.2000
../olympus/pic.0431.jpg,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.5000,0.5000,0.5000,0.0100
../olympus/pic.1049.jpg,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.5000,0.5000,0.5000,0.0100
../olympus/pic.0357.jpg,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.5000,0.5000,0.5000,0.0100
../olympus/pic.0800.jpg,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.5000,0.5000,0.5000,0.0100
../olympus/pic.0814.jpg,0.8662,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1727,0.5087,0.6586,0.5000
../olympus/pic.0182.jpg,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.5000,0.5000,0.5000,0.0100
../olympus/pic.0196.jpg,0.1576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1284,0.3947,0.5276,0.1000
../olympus/pic.0828.jpg,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.5000,0.5000,0.5000,0.0100
../olympus/pic.0169.jpg,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.5000,0.5000,0.5000,0.0100
../olympus/pic.0627.jpg,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.5000,0.5000,0.5000,0.0100
../olympus/pic.0141.jpg,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.5000,0.5000,0.5000,0.0100
